ndataset,es,errorsd,n,k,hyp_val,seed
944,0.2,0.5,20,2,0.1,1451627265
945,0.2,0.5,20,2,0.1,1275374256
946,0.2,0.5,20,2,0.1,2095330155
947,0.2,0.5,20,2,0.1,351679396
948,0.2,0.5,20,2,0.1,564702306
949,0.2,0.5,20,2,0.1,1622934082
950,0.2,0.5,20,2,0.1,1940888346
951,0.2,0.5,20,2,0.1,703497399
952,0.2,0.5,20,2,0.1,1880111558
953,0.2,0.5,20,2,0.1,1108903363
954,0.2,0.5,20,2,0.1,634626240
955,0.2,0.5,20,2,0.1,103478408
956,0.2,0.5,20,2,0.1,1547377707
957,0.2,0.5,20,2,0.1,1435676135
958,0.2,0.5,20,2,0.1,1912880582
959,0.2,0.5,20,2,0.1,60068656
960,0.2,0.5,20,2,0.1,2124456529
961,0.2,0.5,20,2,0.1,588761057
962,0.2,0.5,20,2,0.1,1385519381
963,0.2,0.5,20,2,0.1,1776484007
964,0.2,0.5,20,2,0.1,1372774484
965,0.2,0.5,20,2,0.1,1586066656
966,0.2,0.5,20,2,0.1,429506931
967,0.2,0.5,20,2,0.1,2085133934
968,0.2,0.5,20,2,0.1,857019391
969,0.2,0.5,20,2,0.1,132034414
970,0.2,0.5,20,2,0.1,384946952
971,0.2,0.5,20,2,0.1,1539786951
972,0.2,0.5,20,2,0.1,861202890
973,0.2,0.5,20,2,0.1,1334496040
974,0.2,0.5,20,2,0.1,1300961884
975,0.2,0.5,20,2,0.1,1759912972
976,0.2,0.5,20,2,0.1,1092775579
977,0.2,0.5,20,2,0.1,8844391
978,0.2,0.5,20,2,0.1,468690855
979,0.2,0.5,20,2,0.1,1560763049
980,0.2,0.5,20,2,0.1,423421769
981,0.2,0.5,20,2,0.1,2010863218
982,0.2,0.5,20,2,0.1,790893435
983,0.2,0.5,20,2,0.1,1530412478
984,0.2,0.5,20,2,0.1,1755712635
985,0.2,0.5,20,2,0.1,1494199031
986,0.2,0.5,20,2,0.1,1754586033
987,0.2,0.5,20,2,0.1,1187513790
988,0.2,0.5,20,2,0.1,1938760118
989,0.2,0.5,20,2,0.1,915395851
990,0.2,0.5,20,2,0.1,298319011
991,0.2,0.5,20,2,0.1,1118857219
992,0.2,0.5,20,2,0.1,488478611
993,0.2,0.5,20,2,0.1,1737169077
994,0.2,0.5,20,2,0.1,621718601
995,0.2,0.5,20,2,0.1,1618665225
996,0.2,0.5,20,2,0.1,1601324952
997,0.2,0.5,20,2,0.1,1524610615
998,0.2,0.5,20,2,0.1,1594623541
999,0.2,0.5,20,2,0.1,414719464
1000,0.2,0.5,20,2,0.1,668396215
1,0,0,20,2,0.1,2130389550
2,0,0,20,2,0.1,1571591388
3,0,0,20,2,0.1,200394782
4,0,0,20,2,0.1,1759241131
5,0,0,20,2,0.1,128602676
6,0,0,20,2,0.1,1800581465
7,0,0,20,2,0.1,647671995
8,0,0,20,2,0.1,720894657
9,0,0,20,2,0.1,1819001557
10,0,0,20,2,0.1,509631695
11,0,0,20,2,0.1,1391751367
12,0,0,20,2,0.1,919316242
13,0,0,20,2,0.1,1227873476
14,0,0,20,2,0.1,605734608
15,0,0,20,2,0.1,452327126
16,0,0,20,2,0.1,764327810
17,0,0,20,2,0.1,1617298086
18,0,0,20,2,0.1,1508914413
19,0,0,20,2,0.1,1816623227
20,0,0,20,2,0.1,1432907880
21,0,0,20,2,0.1,543594188
22,0,0,20,2,0.1,325749658
23,0,0,20,2,0.1,1394885499
24,0,0,20,2,0.1,1128547516
25,0,0,20,2,0.1,1350820116
26,0,0,20,2,0.1,1224776404
27,0,0,20,2,0.1,172306408
28,0,0,20,2,0.1,138027431
29,0,0,20,2,0.1,779565712
30,0,0,20,2,0.1,1469955729
31,0,0,20,2,0.1,1442823053
32,0,0,20,2,0.1,2063088169
33,0,0,20,2,0.1,797799748
34,0,0,20,2,0.1,310993268
35,0,0,20,2,0.1,903392801
36,0,0,20,2,0.1,218786734
37,0,0,20,2,0.1,1799286727
38,0,0,20,2,0.1,95541471
39,0,0,20,2,0.1,1473782978
40,0,0,20,2,0.1,1837308993
41,0,0,20,2,0.1,287729058
42,0,0,20,2,0.1,1159168429
43,0,0,20,2,0.1,1366059612
44,0,0,20,2,0.1,369252912
45,0,0,20,2,0.1,878252974
46,0,0,20,2,0.1,664493623
47,0,0,20,2,0.1,2132206958
48,0,0,20,2,0.1,1348991923
49,0,0,20,2,0.1,1761839897
50,0,0,20,2,0.1,1127006697
51,0,0,20,2,0.1,694396160
52,0,0,20,2,0.1,1003300630
53,0,0,20,2,0.1,680019471
54,0,0,20,2,0.1,1516006016
55,0,0,20,2,0.1,1156019812
56,0,0,20,2,0.1,756914280
57,0,0,20,2,0.1,890731720
58,0,0,20,2,0.1,777540313
59,0,0,20,2,0.1,1075370443
60,0,0,20,2,0.1,30893101
61,0,0,20,2,0.1,475769137
62,0,0,20,2,0.1,693902517
63,0,0,20,2,0.1,818720855
64,0,0,20,2,0.1,1877340557
65,0,0,20,2,0.1,1615678686
66,0,0,20,2,0.1,1232013011
67,0,0,20,2,0.1,1445925841
68,0,0,20,2,0.1,989334993
69,0,0,20,2,0.1,2103680329
70,0,0,20,2,0.1,576021239
71,0,0,20,2,0.1,1827611798
72,0,0,20,2,0.1,592353616
73,0,0,20,2,0.1,1344635677
74,0,0,20,2,0.1,1594142002
75,0,0,20,2,0.1,964510889
76,0,0,20,2,0.1,1301735385
77,0,0,20,2,0.1,490347017
78,0,0,20,2,0.1,1243013104
79,0,0,20,2,0.1,1219024163
80,0,0,20,2,0.1,1682456126
81,0,0,20,2,0.1,345107765
82,0,0,20,2,0.1,1673534136
83,0,0,20,2,0.1,225807376
84,0,0,20,2,0.1,1047835449
85,0,0,20,2,0.1,1836235670
86,0,0,20,2,0.1,1099583383
87,0,0,20,2,0.1,301298011
88,0,0,20,2,0.1,76880729
89,0,0,20,2,0.1,1267251137
90,0,0,20,2,0.1,594954079
91,0,0,20,2,0.1,1301774454
92,0,0,20,2,0.1,171816586
93,0,0,20,2,0.1,675621876
94,0,0,20,2,0.1,1882920455
95,0,0,20,2,0.1,821807881
96,0,0,20,2,0.1,1732761862
97,0,0,20,2,0.1,1545054723
98,0,0,20,2,0.1,1549367631
99,0,0,20,2,0.1,781750248
100,0,0,20,2,0.1,801372611
101,0,0,20,2,0.1,622377251
102,0,0,20,2,0.1,1711389130
103,0,0,20,2,0.1,2095401659
104,0,0,20,2,0.1,1335715070
105,0,0,20,2,0.1,120848519
106,0,0,20,2,0.1,1129522566
107,0,0,20,2,0.1,2108883937
108,0,0,20,2,0.1,736508694
109,0,0,20,2,0.1,857690253
110,0,0,20,2,0.1,51230778
111,0,0,20,2,0.1,1786361297
112,0,0,20,2,0.1,709297718
113,0,0,20,2,0.1,1911456407
114,0,0,20,2,0.1,63042020
115,0,0,20,2,0.1,328118890
116,0,0,20,2,0.1,1676103591
117,0,0,20,2,0.1,2099257126
118,0,0,20,2,0.1,1649777882
119,0,0,20,2,0.1,2042309776
120,0,0,20,2,0.1,1483170042
121,0,0,20,2,0.1,1763669377
122,0,0,20,2,0.1,1695386461
123,0,0,20,2,0.1,288644847
124,0,0,20,2,0.1,541740378
125,0,0,20,2,0.1,1691925300
126,0,0,20,2,0.1,488490282
127,0,0,20,2,0.1,638624405
128,0,0,20,2,0.1,419761340
129,0,0,20,2,0.1,668441965
130,0,0,20,2,0.1,101174093
131,0,0,20,2,0.1,55712458
132,0,0,20,2,0.1,468595140
133,0,0,20,2,0.1,795405598
134,0,0,20,2,0.1,1608761186
135,0,0,20,2,0.1,1846188942
136,0,0,20,2,0.1,2091699265
137,0,0,20,2,0.1,148352339
138,0,0,20,2,0.1,1148470099
139,0,0,20,2,0.1,806958943
140,0,0,20,2,0.1,381928591
141,0,0,20,2,0.1,1884073742
142,0,0,20,2,0.1,1854851032
143,0,0,20,2,0.1,382278369
144,0,0,20,2,0.1,648954228
145,0,0,20,2,0.1,291777060
146,0,0,20,2,0.1,1607533751
147,0,0,20,2,0.1,1506232808
148,0,0,20,2,0.1,1206388227
149,0,0,20,2,0.1,1622591675
150,0,0,20,2,0.1,430454561
151,0,0,20,2,0.1,1852433073
152,0,0,20,2,0.1,1378525400
153,0,0,20,2,0.1,1595776509
154,0,0,20,2,0.1,108228698
155,0,0,20,2,0.1,1764075428
156,0,0,20,2,0.1,427265559
157,0,0,20,2,0.1,156919926
158,0,0,20,2,0.1,761064341
159,0,0,20,2,0.1,847604220
160,0,0,20,2,0.1,495549758
161,0,0,20,2,0.1,1506319887
162,0,0,20,2,0.1,145028578
163,0,0,20,2,0.1,1822497838
164,0,0,20,2,0.1,960471520
165,0,0,20,2,0.1,1383153463
166,0,0,20,2,0.1,1470317090
167,0,0,20,2,0.1,1467856727
168,0,0,20,2,0.1,47708570
169,0,0,20,2,0.1,1019480134
170,0,0,20,2,0.1,1393990208
171,0,0,20,2,0.1,710709933
172,0,0,20,2,0.1,782085619
173,0,0,20,2,0.1,937407100
174,0,0,20,2,0.1,1870178806
175,0,0,20,2,0.1,1829577611
176,0,0,20,2,0.1,232030217
177,0,0,20,2,0.1,835591068
178,0,0,20,2,0.1,2147390522
179,0,0,20,2,0.1,185124871
180,0,0,20,2,0.1,1102730102
181,0,0,20,2,0.1,632649053
182,0,0,20,2,0.1,1725630655
183,0,0,20,2,0.1,1305082380
184,0,0,20,2,0.1,1473443264
185,0,0,20,2,0.1,1650090966
186,0,0,20,2,0.1,1090847094
187,0,0,20,2,0.1,1832643818
188,0,0,20,2,0.1,1883374226
189,0,0,20,2,0.1,1032721290
190,0,0,20,2,0.1,269985974
191,0,0,20,2,0.1,1318600693
192,0,0,20,2,0.1,192902412
193,0,0,20,2,0.1,276398949
194,0,0,20,2,0.1,1897892874
195,0,0,20,2,0.1,22055394
196,0,0,20,2,0.1,466332457
197,0,0,20,2,0.1,605008920
198,0,0,20,2,0.1,1322268589
199,0,0,20,2,0.1,1536783406
200,0,0,20,2,0.1,386266235
201,0,0,20,2,0.1,753026128
202,0,0,20,2,0.1,313146830
203,0,0,20,2,0.1,242454146
204,0,0,20,2,0.1,808916661
205,0,0,20,2,0.1,2084868586
206,0,0,20,2,0.1,1839323843
207,0,0,20,2,0.1,601807015
208,0,0,20,2,0.1,417581053
209,0,0,20,2,0.1,83209351
210,0,0,20,2,0.1,371848491
211,0,0,20,2,0.1,1776709191
212,0,0,20,2,0.1,1030845140
213,0,0,20,2,0.1,2114068994
214,0,0,20,2,0.1,743103396
215,0,0,20,2,0.1,742811828
216,0,0,20,2,0.1,313242690
217,0,0,20,2,0.1,1868369502
218,0,0,20,2,0.1,714884950
219,0,0,20,2,0.1,218105020
220,0,0,20,2,0.1,345985272
221,0,0,20,2,0.1,1208998334
222,0,0,20,2,0.1,474730828
223,0,0,20,2,0.1,1485715953
224,0,0,20,2,0.1,1104826634
225,0,0,20,2,0.1,367898531
226,0,0,20,2,0.1,608327116
227,0,0,20,2,0.1,339083234
228,0,0,20,2,0.1,1611206123
229,0,0,20,2,0.1,1679316345
230,0,0,20,2,0.1,1302206482
231,0,0,20,2,0.1,1673957382
232,0,0,20,2,0.1,214495184
233,0,0,20,2,0.1,807101951
234,0,0,20,2,0.1,1452841244
235,0,0,20,2,0.1,1680369210
236,0,0,20,2,0.1,1165648019
237,0,0,20,2,0.1,1695850387
238,0,0,20,2,0.1,476090239
239,0,0,20,2,0.1,1856077176
240,0,0,20,2,0.1,117156293
241,0,0,20,2,0.1,105347123
242,0,0,20,2,0.1,149214636
243,0,0,20,2,0.1,362588043
244,0,0,20,2,0.1,1850030785
245,0,0,20,2,0.1,61765041
246,0,0,20,2,0.1,843447525
247,0,0,20,2,0.1,519216950
248,0,0,20,2,0.1,1372781783
249,0,0,20,2,0.1,1609536187
250,0,0,20,2,0.1,1523258744
251,0,0,20,2,0.1,1751663981
252,0,0,20,2,0.1,1789841984
253,0,0,20,2,0.1,482215320
254,0,0,20,2,0.1,630506542
255,0,0,20,2,0.1,595607390
256,0,0,20,2,0.1,1083812468
257,0,0,20,2,0.1,1502377632
258,0,0,20,2,0.1,1270246644
259,0,0,20,2,0.1,401096487
260,0,0,20,2,0.1,2084987672
261,0,0,20,2,0.1,1746212214
262,0,0,20,2,0.1,874245185
263,0,0,20,2,0.1,660486282
264,0,0,20,2,0.1,1592588261
265,0,0,20,2,0.1,1827703143
266,0,0,20,2,0.1,208085451
267,0,0,20,2,0.1,1463695008
268,0,0,20,2,0.1,1987596406
269,0,0,20,2,0.1,1043737231
270,0,0,20,2,0.1,124427634
271,0,0,20,2,0.1,770529553
272,0,0,20,2,0.1,2038831227
273,0,0,20,2,0.1,531269805
274,0,0,20,2,0.1,175089515
275,0,0,20,2,0.1,37829026
276,0,0,20,2,0.1,1818327843
277,0,0,20,2,0.1,1026132625
278,0,0,20,2,0.1,775078257
279,0,0,20,2,0.1,314546658
280,0,0,20,2,0.1,1984414610
281,0,0,20,2,0.1,23140235
282,0,0,20,2,0.1,501541165
283,0,0,20,2,0.1,820108527
284,0,0,20,2,0.1,288689839
285,0,0,20,2,0.1,363987828
286,0,0,20,2,0.1,477923753
287,0,0,20,2,0.1,266175861
288,0,0,20,2,0.1,1923670963
289,0,0,20,2,0.1,1414730841
290,0,0,20,2,0.1,1694519333
291,0,0,20,2,0.1,1141657592
292,0,0,20,2,0.1,1992211976
293,0,0,20,2,0.1,616056829
294,0,0,20,2,0.1,1112974720
295,0,0,20,2,0.1,1155932508
296,0,0,20,2,0.1,1714028958
297,0,0,20,2,0.1,657251700
298,0,0,20,2,0.1,1714088073
299,0,0,20,2,0.1,2126113308
300,0,0,20,2,0.1,263265831
301,0,0,20,2,0.1,1684005693
302,0,0,20,2,0.1,2010112848
303,0,0,20,2,0.1,1270292424
304,0,0,20,2,0.1,633410651
305,0,0,20,2,0.1,1744792665
306,0,0,20,2,0.1,603929920
307,0,0,20,2,0.1,1003603395
308,0,0,20,2,0.1,849479856
309,0,0,20,2,0.1,113211104
310,0,0,20,2,0.1,1931238311
311,0,0,20,2,0.1,515861147
312,0,0,20,2,0.1,1250211686
313,0,0,20,2,0.1,613785842
314,0,0,20,2,0.1,1033743574
315,0,0,20,2,0.1,72249681
316,0,0,20,2,0.1,2045760454
317,0,0,20,2,0.1,1715322386
318,0,0,20,2,0.1,377370085
319,0,0,20,2,0.1,1196414536
320,0,0,20,2,0.1,481035307
321,0,0,20,2,0.1,1242893856
322,0,0,20,2,0.1,343389330
323,0,0,20,2,0.1,257628586
324,0,0,20,2,0.1,1446044359
325,0,0,20,2,0.1,496376544
326,0,0,20,2,0.1,1695899327
327,0,0,20,2,0.1,341775820
328,0,0,20,2,0.1,1859062400
329,0,0,20,2,0.1,1067095104
330,0,0,20,2,0.1,1093414525
331,0,0,20,2,0.1,1079321901
332,0,0,20,2,0.1,591285710
333,0,0,20,2,0.1,1156890052
334,0,0,20,2,0.1,369120352
335,0,0,20,2,0.1,781462106
336,0,0,20,2,0.1,1983593010
337,0,0,20,2,0.1,545448872
338,0,0,20,2,0.1,2125133190
339,0,0,20,2,0.1,440984845
340,0,0,20,2,0.1,112868628
341,0,0,20,2,0.1,1347800708
342,0,0,20,2,0.1,1148509273
343,0,0,20,2,0.1,585668390
344,0,0,20,2,0.1,1251120924
345,0,0,20,2,0.1,589749441
346,0,0,20,2,0.1,1118039890
347,0,0,20,2,0.1,1967234386
348,0,0,20,2,0.1,1350921258
349,0,0,20,2,0.1,284734919
350,0,0,20,2,0.1,678414555
351,0,0,20,2,0.1,1684733782
352,0,0,20,2,0.1,809763797
353,0,0,20,2,0.1,563991293
354,0,0,20,2,0.1,182183184
355,0,0,20,2,0.1,817686785
356,0,0,20,2,0.1,1129632781
357,0,0,20,2,0.1,589977175
358,0,0,20,2,0.1,836208187
359,0,0,20,2,0.1,1404884016
360,0,0,20,2,0.1,1494041769
361,0,0,20,2,0.1,893007921
362,0,0,20,2,0.1,1321756367
363,0,0,20,2,0.1,1447153016
364,0,0,20,2,0.1,1471886241
365,0,0,20,2,0.1,1753586356
366,0,0,20,2,0.1,1109295971
367,0,0,20,2,0.1,1991378217
368,0,0,20,2,0.1,2074142371
369,0,0,20,2,0.1,1710793690
370,0,0,20,2,0.1,1198907453
371,0,0,20,2,0.1,790150539
372,0,0,20,2,0.1,87325729
373,0,0,20,2,0.1,1947419299
374,0,0,20,2,0.1,33722789
375,0,0,20,2,0.1,1698440391
376,0,0,20,2,0.1,215785189
377,0,0,20,2,0.1,1431732463
378,0,0,20,2,0.1,317244942
379,0,0,20,2,0.1,728212886
380,0,0,20,2,0.1,631758746
381,0,0,20,2,0.1,180002821
382,0,0,20,2,0.1,364189444
383,0,0,20,2,0.1,383160517
384,0,0,20,2,0.1,1084684170
385,0,0,20,2,0.1,646667088
386,0,0,20,2,0.1,1501639000
387,0,0,20,2,0.1,1383939529
388,0,0,20,2,0.1,528608005
389,0,0,20,2,0.1,408124474
390,0,0,20,2,0.1,149954938
391,0,0,20,2,0.1,1632318902
392,0,0,20,2,0.1,1385557653
393,0,0,20,2,0.1,707180035
394,0,0,20,2,0.1,1423588826
395,0,0,20,2,0.1,1138442200
396,0,0,20,2,0.1,1105913131
397,0,0,20,2,0.1,2115072052
398,0,0,20,2,0.1,1165503463
399,0,0,20,2,0.1,1649184048
400,0,0,20,2,0.1,943930867
401,0,0,20,2,0.1,210860274
402,0,0,20,2,0.1,1299298857
403,0,0,20,2,0.1,548667035
404,0,0,20,2,0.1,1940128204
405,0,0,20,2,0.1,742510972
406,0,0,20,2,0.1,273339481
407,0,0,20,2,0.1,1225675677
408,0,0,20,2,0.1,2035128363
409,0,0,20,2,0.1,1381663512
410,0,0,20,2,0.1,600049061
411,0,0,20,2,0.1,1272783654
412,0,0,20,2,0.1,1451167563
413,0,0,20,2,0.1,1312632633
414,0,0,20,2,0.1,2134706309
415,0,0,20,2,0.1,1774791613
416,0,0,20,2,0.1,1973557607
417,0,0,20,2,0.1,1592075527
418,0,0,20,2,0.1,538188771
419,0,0,20,2,0.1,1847645250
420,0,0,20,2,0.1,97001055
421,0,0,20,2,0.1,293013330
422,0,0,20,2,0.1,831938955
423,0,0,20,2,0.1,1527250161
424,0,0,20,2,0.1,380267798
425,0,0,20,2,0.1,773630707
426,0,0,20,2,0.1,1209210615
427,0,0,20,2,0.1,2014477997
428,0,0,20,2,0.1,2089199105
429,0,0,20,2,0.1,557393697
430,0,0,20,2,0.1,122932451
431,0,0,20,2,0.1,1833386981
432,0,0,20,2,0.1,776495554
433,0,0,20,2,0.1,1589250005
434,0,0,20,2,0.1,995255530
435,0,0,20,2,0.1,3734721
436,0,0,20,2,0.1,1584474330
437,0,0,20,2,0.1,462493410
438,0,0,20,2,0.1,216544369
439,0,0,20,2,0.1,553981291
440,0,0,20,2,0.1,1526643948
441,0,0,20,2,0.1,221674860
442,0,0,20,2,0.1,527006704
443,0,0,20,2,0.1,942081710
444,0,0,20,2,0.1,1152225022
445,0,0,20,2,0.1,1107760028
446,0,0,20,2,0.1,1176733527
447,0,0,20,2,0.1,584836879
448,0,0,20,2,0.1,263530272
449,0,0,20,2,0.1,155040395
450,0,0,20,2,0.1,1236602237
451,0,0,20,2,0.1,1943321003
452,0,0,20,2,0.1,1058817926
453,0,0,20,2,0.1,124648767
454,0,0,20,2,0.1,473559541
455,0,0,20,2,0.1,77169789
456,0,0,20,2,0.1,1723356021
457,0,0,20,2,0.1,1409183870
458,0,0,20,2,0.1,269726503
459,0,0,20,2,0.1,1009905420
460,0,0,20,2,0.1,2089798751
461,0,0,20,2,0.1,1677989491
462,0,0,20,2,0.1,34183136
463,0,0,20,2,0.1,1689932440
464,0,0,20,2,0.1,4024668
465,0,0,20,2,0.1,540180803
466,0,0,20,2,0.1,2098165812
467,0,0,20,2,0.1,976586830
468,0,0,20,2,0.1,1040366251
469,0,0,20,2,0.1,1010305069
470,0,0,20,2,0.1,715752421
471,0,0,20,2,0.1,1570288427
472,0,0,20,2,0.1,1764853965
473,0,0,20,2,0.1,513605417
474,0,0,20,2,0.1,562449791
475,0,0,20,2,0.1,1060852998
476,0,0,20,2,0.1,1511223038
477,0,0,20,2,0.1,832254836
478,0,0,20,2,0.1,1856209228
479,0,0,20,2,0.1,999050125
480,0,0,20,2,0.1,405359783
481,0,0,20,2,0.1,1509494396
482,0,0,20,2,0.1,47446782
483,0,0,20,2,0.1,1768036186
484,0,0,20,2,0.1,415134336
485,0,0,20,2,0.1,1604730510
486,0,0,20,2,0.1,350249140
487,0,0,20,2,0.1,2061714617
488,0,0,20,2,0.1,1670512064
489,0,0,20,2,0.1,1910776017
490,0,0,20,2,0.1,1297927972
491,0,0,20,2,0.1,392138682
492,0,0,20,2,0.1,552705024
493,0,0,20,2,0.1,375783486
494,0,0,20,2,0.1,242299243
495,0,0,20,2,0.1,1171009814
496,0,0,20,2,0.1,1404424241
497,0,0,20,2,0.1,766121822
498,0,0,20,2,0.1,1602815664
499,0,0,20,2,0.1,1394584043
500,0,0,20,2,0.1,186130447
501,0,0,20,2,0.1,495137032
502,0,0,20,2,0.1,175848990
503,0,0,20,2,0.1,1655298768
504,0,0,20,2,0.1,333922397
505,0,0,20,2,0.1,1484325872
506,0,0,20,2,0.1,705007851
507,0,0,20,2,0.1,913478561
508,0,0,20,2,0.1,1631817600
509,0,0,20,2,0.1,1508555557
510,0,0,20,2,0.1,2005458073
511,0,0,20,2,0.1,1598649025
512,0,0,20,2,0.1,687363489
513,0,0,20,2,0.1,1471432491
514,0,0,20,2,0.1,728233803
515,0,0,20,2,0.1,690329964
516,0,0,20,2,0.1,1018751208
517,0,0,20,2,0.1,1892000550
518,0,0,20,2,0.1,1331133352
519,0,0,20,2,0.1,1649367304
520,0,0,20,2,0.1,324674032
521,0,0,20,2,0.1,264104546
522,0,0,20,2,0.1,2002250895
523,0,0,20,2,0.1,1038466286
524,0,0,20,2,0.1,1538611865
525,0,0,20,2,0.1,1307123755
526,0,0,20,2,0.1,580528013
527,0,0,20,2,0.1,158923447
528,0,0,20,2,0.1,1924887949
529,0,0,20,2,0.1,1420132912
530,0,0,20,2,0.1,697600325
531,0,0,20,2,0.1,339448330
532,0,0,20,2,0.1,1891034436
533,0,0,20,2,0.1,999217275
534,0,0,20,2,0.1,634254823
535,0,0,20,2,0.1,1700248168
536,0,0,20,2,0.1,1769786739
537,0,0,20,2,0.1,1003589459
538,0,0,20,2,0.1,1254557589
539,0,0,20,2,0.1,1529308407
540,0,0,20,2,0.1,723506056
541,0,0,20,2,0.1,249240328
542,0,0,20,2,0.1,259975502
543,0,0,20,2,0.1,74973467
544,0,0,20,2,0.1,1382264026
545,0,0,20,2,0.1,1000169283
546,0,0,20,2,0.1,1850791079
547,0,0,20,2,0.1,810500644
548,0,0,20,2,0.1,601104967
549,0,0,20,2,0.1,1478442611
550,0,0,20,2,0.1,591805570
551,0,0,20,2,0.1,1435918329
552,0,0,20,2,0.1,956278140
553,0,0,20,2,0.1,1367642533
554,0,0,20,2,0.1,102243503
555,0,0,20,2,0.1,2090124954
556,0,0,20,2,0.1,885647498
557,0,0,20,2,0.1,667692344
558,0,0,20,2,0.1,177545267
559,0,0,20,2,0.1,1432640743
560,0,0,20,2,0.1,2141330033
561,0,0,20,2,0.1,2010780537
562,0,0,20,2,0.1,171119697
563,0,0,20,2,0.1,1638724521
564,0,0,20,2,0.1,1215770695
565,0,0,20,2,0.1,426384180
566,0,0,20,2,0.1,1619030555
567,0,0,20,2,0.1,225405652
568,0,0,20,2,0.1,2101965444
569,0,0,20,2,0.1,1328703186
570,0,0,20,2,0.1,2117888781
571,0,0,20,2,0.1,679824024
572,0,0,20,2,0.1,1679111386
573,0,0,20,2,0.1,201476700
574,0,0,20,2,0.1,732173640
575,0,0,20,2,0.1,575931724
576,0,0,20,2,0.1,1577952814
577,0,0,20,2,0.1,247343458
578,0,0,20,2,0.1,1326735074
579,0,0,20,2,0.1,1274632590
580,0,0,20,2,0.1,1651652695
581,0,0,20,2,0.1,840221011
582,0,0,20,2,0.1,1040221430
583,0,0,20,2,0.1,1878039561
584,0,0,20,2,0.1,1487444454
585,0,0,20,2,0.1,306161277
586,0,0,20,2,0.1,1608050426
587,0,0,20,2,0.1,607586475
588,0,0,20,2,0.1,231242667
589,0,0,20,2,0.1,544514405
590,0,0,20,2,0.1,439063465
591,0,0,20,2,0.1,893724647
592,0,0,20,2,0.1,962640164
593,0,0,20,2,0.1,709838408
594,0,0,20,2,0.1,1481086084
595,0,0,20,2,0.1,1164105169
596,0,0,20,2,0.1,51780109
597,0,0,20,2,0.1,45352997
598,0,0,20,2,0.1,40908291
599,0,0,20,2,0.1,745436003
600,0,0,20,2,0.1,1777156601
601,0,0,20,2,0.1,1516003447
602,0,0,20,2,0.1,1918827539
603,0,0,20,2,0.1,1803478507
604,0,0,20,2,0.1,441718337
605,0,0,20,2,0.1,1210634510
606,0,0,20,2,0.1,713726463
607,0,0,20,2,0.1,121394854
608,0,0,20,2,0.1,1919789051
609,0,0,20,2,0.1,704299015
610,0,0,20,2,0.1,709240194
611,0,0,20,2,0.1,753446465
612,0,0,20,2,0.1,2137670712
613,0,0,20,2,0.1,1582124539
614,0,0,20,2,0.1,782791266
615,0,0,20,2,0.1,570133346
616,0,0,20,2,0.1,682061018
617,0,0,20,2,0.1,1572974201
618,0,0,20,2,0.1,256873151
619,0,0,20,2,0.1,1812780301
620,0,0,20,2,0.1,1960416284
621,0,0,20,2,0.1,319933407
622,0,0,20,2,0.1,101817910
623,0,0,20,2,0.1,1354132868
624,0,0,20,2,0.1,2105918220
625,0,0,20,2,0.1,379164211
626,0,0,20,2,0.1,1230195429
627,0,0,20,2,0.1,88364733
628,0,0,20,2,0.1,502981956
629,0,0,20,2,0.1,370505584
630,0,0,20,2,0.1,1754723381
631,0,0,20,2,0.1,1317679709
632,0,0,20,2,0.1,132693934
633,0,0,20,2,0.1,1984608387
634,0,0,20,2,0.1,2049433833
635,0,0,20,2,0.1,1640845801
636,0,0,20,2,0.1,26829334
637,0,0,20,2,0.1,216092180
638,0,0,20,2,0.1,1257621933
639,0,0,20,2,0.1,820635554
640,0,0,20,2,0.1,888785278
641,0,0,20,2,0.1,754207072
642,0,0,20,2,0.1,1042238096
643,0,0,20,2,0.1,1740932877
644,0,0,20,2,0.1,2007088728
645,0,0,20,2,0.1,309790195
646,0,0,20,2,0.1,1514681669
647,0,0,20,2,0.1,1737032266
648,0,0,20,2,0.1,12400913
649,0,0,20,2,0.1,1462757
650,0,0,20,2,0.1,2097548557
651,0,0,20,2,0.1,1185602979
652,0,0,20,2,0.1,1888761568
653,0,0,20,2,0.1,1792411334
654,0,0,20,2,0.1,1045484907
655,0,0,20,2,0.1,558383958
656,0,0,20,2,0.1,772984326
657,0,0,20,2,0.1,709032736
658,0,0,20,2,0.1,431019319
659,0,0,20,2,0.1,1112736690
660,0,0,20,2,0.1,1427112552
661,0,0,20,2,0.1,800547371
662,0,0,20,2,0.1,1573508453
663,0,0,20,2,0.1,510357872
664,0,0,20,2,0.1,482297245
665,0,0,20,2,0.1,149797610
666,0,0,20,2,0.1,2094482936
667,0,0,20,2,0.1,2120013365
668,0,0,20,2,0.1,1360501807
669,0,0,20,2,0.1,1909066631
670,0,0,20,2,0.1,105616732
671,0,0,20,2,0.1,269122768
672,0,0,20,2,0.1,1918776763
673,0,0,20,2,0.1,1172605870
674,0,0,20,2,0.1,1456277953
675,0,0,20,2,0.1,963054971
676,0,0,20,2,0.1,110863957
677,0,0,20,2,0.1,1197941432
678,0,0,20,2,0.1,1173502929
679,0,0,20,2,0.1,349294298
680,0,0,20,2,0.1,2056075103
681,0,0,20,2,0.1,10325320
682,0,0,20,2,0.1,387563109
683,0,0,20,2,0.1,1866818734
684,0,0,20,2,0.1,459777512
685,0,0,20,2,0.1,2088612203
